price,bedrooms,bathrooms,balcony,property_age,major_location,built_up_area,furnishing_type,location,latitude,longitude,price_per_sqft
2.35,2,1,0,New_property,Borivali West,1001.0,Furnished,Borivali West,19.2292,72.8463,23477.0
2.35,2,1,0,New_property,Mulund West,1160.0,Furnished,Mulund West,19.1678,72.9411,20259.0
2.35,2,1,0,New_property,Powai,950.0,Furnished,Powai,19.1167,72.9047,24737.0
2.35,2,1,3,New_property,Kurla West,1130.0,Furnished,Kurla West,19.0667,72.8778,20796.0
2.35,2,2,0,New_property,Chembur,798.0,Unfurnished,Chembur,19.0522,72.9005,29449.0
2.35,2,2,0,New_property,Chembur,816.0,Unfurnished,Chembur,19.0522,72.9005,28799.0
2.35,2,2,0,Relatively New,Dadar East,900.0,Unfurnished,Dadar East,19.0186,72.8475,26111.0
2.35,2,2,0,Mid Age,Andheri West,950.0,Furnished,Andheri West,19.1412,72.8431,24737.0
2.35,2,2,0,Relatively New,Andheri West,900.0,Furnished,Andheri West,19.1412,72.8431,26111.0
2.35,2,2,0,Relatively New,Andheri West,965.0,Furnished,Andheri West,19.1412,72.8431,24352.0
2.35,2,2,0,Relatively New,Kandivali West,850.0,Furnished,Kandivali West,19.21,72.8331,27647.0
2.35,2,2,0,Relatively New,Powai,956.0,Furnished,Powai,19.1167,72.9047,24582.0
2.35,2,2,0,Relatively New,Powai,1100.0,Furnished,Powai,19.1167,72.9047,21364.0
2.35,2,2,0,Relatively New,Santacruz East,1000.0,Furnished,Santacruz East,19.0817,72.8428,23500.0
2.35,2,2,0,New_property,Andheri West,750.0,Unfurnished,Andheri West,19.1412,72.8431,31333.0
2.35,2,2,0,New_property,Chembur,690.0,Unfurnished,Chembur,19.0522,72.9005,34058.0
2.35,2,2,0,New_property,Ghatkopar East,838.0,Furnished,Ghatkopar East,19.0797,72.9086,28043.0
2.35,2,2,0,New_property,Kandivali West,840.0,Unfurnished,Kandivali West,19.21,72.8331,27976.0
2.35,2,2,0,New_property,Kandivali West,900.0,Unfurnished,Kandivali West,19.21,72.8331,26111.0
2.35,2,2,0,New_property,Mulund East,1200.0,Unfurnished,Mulund East,19.1722,72.9528,19583.0
2.35,2,2,0,New_property,Borivali West,850.0,Unfurnished,Borivali West,19.2292,72.8463,27647.0
2.35,2,2,0,New_property,Chembur,900.0,Furnished,Chembur,19.0522,72.9005,26111.0
2.35,2,2,0,New_property,Goregaon East,800.0,Furnished,Goregaon East,19.1672,72.8547,29375.0
2.35,2,2,0,New_property,Sion,775.0,Furnished,Sion,19.04,72.86,30323.0
2.35,2,2,1,New_property,Govandi,1230.0,Unfurnished,Govandi,19.0581,72.9133,19106.0
2.35,2,2,1,New_property,Andheri West,1050.0,Unfurnished,Andheri West,19.1412,72.8431,22381.0
2.35,2,2,1,New_property,Powai,1150.0,Unfurnished,Powai,19.1167,72.9047,20435.0
2.35,2,2,2,Mid Age,Santacruz East,800.0,Furnished,Santacruz East,19.0817,72.8428,29375.0
2.35,2,2,2,Old,Dadar West,732.0,Furnished,Dadar West,19.0166,72.8397,32104.0
2.35,2,2,2,Relatively New,Wadala East,768.0,Furnished,Wadala East,19.02,72.865,30599.0
2.35,2,2,3,New_property,Goregaon East,1290.0,Furnished,Goregaon East,19.1672,72.8547,18217.0
2.35,3,2,0,New_property,Dahisar West,1056.0,Unfurnished,Dahisar West,19.2564,72.8447,22254.0
2.35,3,2,0,New_property,Powai,1350.0,Unfurnished,Powai,19.1167,72.9047,17407.0
2.35,3,2,0,New_property,Kanjurmarg East,1050.0,Unfurnished,Kanjurmarg East,19.1403,72.93,22381.0
2.35,3,2,0,New_property,Mulund West,1200.0,Furnished,Mulund West,19.1678,72.9411,19583.0
2.35,3,2,1,New_property,Bhandup West,1475.0,Furnished,Bhandup West,19.1453,72.9322,15932.0
2.35,3,2,3+,Old,Dahisar West,1290.0,Furnished,Dahisar West,19.2564,72.8447,18217.0
2.35,3,3,0,Relatively New,Borivali East,1200.0,Unfurnished,Borivali East,19.2277,72.8602,19583.0
2.35,3,3,0,Relatively New,Borivali West,1100.0,Furnished,Borivali West,19.2292,72.8463,21364.0
2.35,3,3,0,Relatively New,Goregaon East,1020.0,Furnished,Goregaon East,19.1672,72.8547,23039.0
2.35,3,3,0,Relatively New,Kandivali East,1350.0,Furnished,Kandivali East,19.2036,72.8447,17407.0
2.35,3,3,0,New_property,Chembur,1160.0,Furnished,Chembur,19.0522,72.9005,20259.0
2.35,3,3,0,New_property,Dahisar West,1066.0,Unfurnished,Dahisar West,19.2564,72.8447,22045.0
2.35,3,3,0,New_property,Dahisar West,1100.0,Furnished,Dahisar West,19.2564,72.8447,21364.0
2.35,3,3,0,New_property,Kanjurmarg East,1300.0,Furnished,Kanjurmarg East,19.1403,72.93,18077.0
2.35,3,3,1,New_property,Bhayandar West,1500.0,Furnished,Bhayandar West,19.2956,72.8381,15667.0
2.35,3,3,1,New_property,Govandi,1700.0,Furnished,Govandi,19.0581,72.9133,13824.0
2.36,2,2,0,Mid Age,Powai,885.0,Furnished,Powai,19.1167,72.9047,26667.0
2.36,3,2,0,New_property,Chembur,1200.0,Furnished,Chembur,19.0522,72.9005,19667.0
2.36,3,2,1,New_property,Bhandup West,1486.0,Unfurnished,Bhandup West,19.1453,72.9322,15882.0
2.36,3,3,0,Relatively New,Malad West,1100.0,Unfurnished,Malad West,19.1872,72.8422,21455.0
2.37,2,2,0,New_property,Wadala East,754.0,Unfurnished,Wadala East,19.02,72.865,31432.0
2.37,3,3,0,New_property,Andheri East,1029.0,Unfurnished,Andheri East,19.1136,72.8697,23032.0
2.37,3,3,0,New_property,Andheri East,1031.0,Unfurnished,Andheri East,19.1136,72.8697,22987.0
2.38,1,2,0,New_property,Dadar West,517.0,Unfurnished,Dadar West,19.0166,72.8397,46035.0
2.38,2,2,2,New_property,Borivali East,890.0,Unfurnished,Borivali East,19.2277,72.8602,26742.0
2.38,3,2,0,New_property,Mulund West,1225.0,Unfurnished,Mulund West,19.1678,72.9411,19429.0
2.38,3,3,0,Relatively New,Andheri East,1030.0,Unfurnished,Andheri East,19.1136,72.8697,23107.0
2.38,3,3,0,New_property,Borivali East,1050.0,Unfurnished,Borivali East,19.2277,72.8602,22667.0
2.38,3,3,0,New_property,Malad West,1280.0,Unfurnished,Malad West,19.1872,72.8422,18594.0
2.39,1,2,0,New_property,Hindu Colony,621.0,Unfurnished,Hindu Colony,19.0264,72.8514,38486.0
2.39,2,2,0,Mid Age,Powai,750.0,Unfurnished,Powai,19.1167,72.9047,31867.0
2.39,2,2,0,Mid Age,Powai,780.0,Unfurnished,Powai,19.1167,72.9047,30641.0
2.39,2,2,0,New_property,Wadala,750.0,Furnished,Wadala,19.0189,72.8603,31867.0
2.39,2,2,2,New_property,Kandivali East,950.0,Unfurnished,Kandivali East,19.2036,72.8447,25158.0
2.39,3,3,0,New_property,Malad West,900.0,Unfurnished,Malad West,19.1872,72.8422,26556.0
2.39,3,3,0,Relatively New,Andheri East,1030.0,Unfurnished,Andheri East,19.1136,72.8697,23204.0
2.4,1,2,0,New_property,Dadar West,576.0,Unfurnished,Dadar West,19.0166,72.8397,41667.0
2.4,1,2,2,Relatively New,Dadar West,600.0,Furnished,Dadar West,19.0166,72.8397,40000.0
2.4,2,1,0,New_property,Borivali West,1150.0,Unfurnished,Borivali West,19.2292,72.8463,20870.0
2.4,2,1,0,New_property,Chembur,800.0,Unfurnished,Chembur,19.0522,72.9005,30000.0
2.4,2,1,3,New_property,Kurla West,1130.0,Furnished,Kurla West,19.0667,72.8778,21239.0
2.4,2,2,0,Mid Age,Chembur,900.0,Furnished,Chembur,19.0522,72.9005,26667.0
2.4,2,2,0,Old,Andheri West,818.0,Unfurnished,Andheri West,19.1412,72.8431,29340.0
2.4,2,2,0,Old,Andheri West,848.0,Unfurnished,Andheri West,19.1412,72.8431,28302.0
2.4,2,2,0,Old,Chembur,1100.0,Unfurnished,Chembur,19.0522,72.9005,21818.0
2.4,2,2,0,Old,others,850.0,Unfurnished,others,19.076,72.8777,28235.0
2.4,2,2,0,Relatively New,Chembur,900.0,Unfurnished,Chembur,19.0522,72.9005,26667.0
2.4,2,2,0,Relatively New,Chembur,928.0,Unfurnished,Chembur,19.0522,72.9005,25862.0
2.4,2,2,0,Relatively New,Kandivali East,1014.0,Unfurnished,Kandivali East,19.2036,72.8447,23669.0
2.4,2,2,0,Relatively New,Lower Parel,600.0,Unfurnished,Lower Parel,18.9981,72.8269,40000.0
2.4,2,2,0,Relatively New,Lower Parel West,600.0,Unfurnished,Lower Parel West,18.9981,72.8225,40000.0
2.4,2,2,0,Relatively New,Borivali West,1000.0,Furnished,Borivali West,19.2292,72.8463,24000.0
2.4,2,2,0,Relatively New,Jogeshwari West,950.0,Furnished,Jogeshwari West,19.135,72.8367,25263.0
2.4,2,2,0,Relatively New,Powai,1040.0,Furnished,Powai,19.1167,72.9047,23077.0
2.4,2,2,0,Relatively New,Sakinaka,880.0,Unfurnished,Sakinaka,19.105,72.895,27273.0
2.4,2,2,0,New_property,Andheri West,665.0,Unfurnished,Andheri West,19.1412,72.8431,36090.0
2.4,2,2,0,New_property,Borivali West,866.0,Unfurnished,Borivali West,19.2292,72.8463,27714.0
2.4,2,2,0,New_property,Chembur,1060.0,Unfurnished,Chembur,19.0522,72.9005,22642.0
2.4,2,2,0,New_property,Dadar East,495.0,Furnished,Dadar East,19.0186,72.8475,48485.0
2.4,2,2,0,New_property,Kandivali East,1400.0,Furnished,Kandivali East,19.2036,72.8447,17143.0
2.4,2,2,0,New_property,Kandivali West,900.0,Unfurnished,Kandivali West,19.21,72.8331,26667.0
2.4,2,2,0,New_property,Kandivali West,952.0,Furnished,Kandivali West,19.21,72.8331,25210.0
2.4,2,2,0,New_property,Kanjurmarg East,895.0,Unfurnished,Kanjurmarg East,19.1403,72.93,26816.0
2.4,2,2,0,New_property,Santacruz East,1000.0,Unfurnished,Santacruz East,19.0817,72.8428,24000.0
2.4,2,2,0,New_property,Andheri West,750.0,Furnished,Andheri West,19.1412,72.8431,32000.0
2.4,2,2,0,New_property,Andheri West,935.0,Unfurnished,Andheri West,19.1412,72.8431,25668.0
2.4,2,2,0,New_property,Andheri West,1150.0,Furnished,Andheri West,19.1412,72.8431,20870.0
2.4,2,2,0,New_property,Goregaon East,895.0,Furnished,Goregaon East,19.1672,72.8547,26816.0
2.4,2,2,0,New_property,Goregaon East,1200.0,Furnished,Goregaon East,19.1672,72.8547,20000.0
2.4,2,2,0,New_property,Kandivali West,800.0,Unfurnished,Kandivali West,19.21,72.8331,30000.0
2.4,2,2,0,New_property,Kandivali West,1000.0,Unfurnished,Kandivali West,19.21,72.8331,24000.0
2.4,2,2,0,New_property,Lower Parel,650.0,Furnished,Lower Parel,18.9981,72.8269,36923.0
2.4,2,2,0,New_property,Malad East,1300.0,Unfurnished,Malad East,19.1853,72.8556,18462.0
2.4,2,2,0,New_property,Malad West,1150.0,Furnished,Malad West,19.1872,72.8422,20870.0
2.4,2,2,0,New_property,Powai,1050.0,Unfurnished,Powai,19.1167,72.9047,22857.0
2.4,2,2,1,Relatively New,Goregaon East,974.0,Furnished,Goregaon East,19.1672,72.8547,24641.0
2.4,2,2,1,Relatively New,Goregaon East,974.0,Unfurnished,Goregaon East,19.1672,72.8547,24641.0
2.4,2,2,1,Relatively New,Kandivali East,840.0,Unfurnished,Kandivali East,19.2036,72.8447,28571.0
2.4,2,2,1,Relatively New,Malad East,850.0,Unfurnished,Malad East,19.1853,72.8556,28235.0
2.4,2,2,1,Relatively New,Andheri East,1140.0,Furnished,Andheri East,19.1136,72.8697,21053.0
2.4,2,2,1,Relatively New,Malad West,1190.0,Furnished,Malad West,19.1872,72.8422,20168.0
2.4,2,2,1,New_property,Powai,1270.0,Unfurnished,Powai,19.1167,72.9047,18898.0
2.4,2,2,1,New_property,Chembur,1200.0,Furnished,Chembur,19.0522,72.9005,20000.0
2.4,2,2,1,New_property,Goregaon East,800.0,Furnished,Goregaon East,19.1672,72.8547,30000.0
2.4,2,2,1,New_property,Kandivali West,1040.0,Furnished,Kandivali West,19.21,72.8331,23077.0
2.4,2,2,1,New_property,Malad East,980.0,Furnished,Malad East,19.1853,72.8556,24490.0
2.4,2,2,1,New_property,Powai,1100.0,Unfurnished,Powai,19.1167,72.9047,21818.0
2.4,2,2,1,New_property,Sion,768.0,Furnished,Sion,19.04,72.86,31250.0
2.4,2,2,2,New_property,Powai,1250.0,Unfurnished,Powai,19.1167,72.9047,19200.0
2.4,2,2,3,New_property,Andheri West,950.0,Furnished,Andheri West,19.1412,72.8431,25263.0
2.4,2,2,3,New_property,Goregaon East,1080.0,Furnished,Goregaon East,19.1672,72.8547,22222.0
2.4,2,2,3,New_property,Goregaon East,1290.0,Furnished,Goregaon East,19.1672,72.8547,18605.0
2.4,2,2,3,New_property,Malad West,1000.0,Furnished,Malad West,19.1872,72.8422,24000.0
2.4,2,2,3,New_property,Sion,950.0,Furnished,Sion,19.04,72.86,25263.0
2.4,2,3,0,Relatively New,Parel,700.0,Furnished,Parel,18.9967,72.8372,34286.0
2.4,2,3,0,New_property,Parel,750.0,Furnished,Parel,18.9967,72.8372,32000.0
2.4,2,3,1,New_property,Kandivali East,1250.0,Furnished,Kandivali East,19.2036,72.8447,19200.0
2.4,2,3,2,New_property,Jogeshwari East,1500.0,Furnished,Jogeshwari East,19.1386,72.8511,16000.0
2.4,3,2,0,Relatively New,Mulund East,870.0,Unfurnished,Mulund East,19.1722,72.9528,27586.0
2.4,3,2,0,New_property,Kanjurmarg East,1000.0,Furnished,Kanjurmarg East,19.1403,72.93,24000.0
2.4,3,2,0,New_property,Mulund West,900.0,Unfurnished,Mulund West,19.1678,72.9411,26667.0
2.4,3,2,0,New_property,Ghatkopar West,1360.0,Unfurnished,Ghatkopar West,19.0864,72.8981,17647.0
2.4,3,2,0,New_property,Goregaon East,827.0,Furnished,Goregaon East,19.1672,72.8547,29021.0
2.4,3,2,0,New_property,Goregaon East,900.0,Furnished,Goregaon East,19.1672,72.8547,26667.0
2.4,3,3,0,Relatively New,Andheri East,890.0,Unfurnished,Andheri East,19.1136,72.8697,26966.0
2.4,3,3,0,Relatively New,Andheri East,1030.0,Unfurnished,Andheri East,19.1136,72.8697,23301.0
2.4,3,3,0,Relatively New,Ghatkopar East,1100.0,Unfurnished,Ghatkopar East,19.0797,72.9086,21818.0
2.4,3,3,0,Relatively New,Andheri West,1300.0,Unfurnished,Andheri West,19.1412,72.8431,18462.0
2.4,3,3,0,Relatively New,Kandivali West,1100.0,Furnished,Kandivali West,19.21,72.8331,21818.0
2.4,3,3,0,New_property,Goregaon East,996.0,Unfurnished,Goregaon East,19.1672,72.8547,24096.0
2.4,3,3,0,New_property,Wadala East,820.0,Unfurnished,Wadala East,19.02,72.865,29268.0
2.4,3,3,0,New_property,Bhandup West,1300.0,Unfurnished,Bhandup West,19.1453,72.9322,18462.0
2.4,3,3,0,New_property,Chembur,1000.0,Furnished,Chembur,19.0522,72.9005,24000.0
2.4,3,3,0,New_property,Chembur,1000.0,Unfurnished,Chembur,19.0522,72.9005,24000.0
2.4,3,3,0,New_property,Ghatkopar West,1360.0,Furnished,Ghatkopar West,19.0864,72.8981,17647.0
2.4,3,3,0,New_property,Kandivali East,1330.0,Unfurnished,Kandivali East,19.2036,72.8447,18045.0
2.4,3,3,1,Relatively New,Kandivali East,1200.0,Furnished,Kandivali East,19.2036,72.8447,20000.0
2.4,3,3,2,New_property,Mulund East,1050.0,Unfurnished,Mulund East,19.1722,72.9528,22857.0
2.4,3,3,2,New_property,Borivali East,1020.0,Unfurnished,Borivali East,19.2277,72.8602,23529.0
2.4,3,3,3,New_property,others,1371.0,Unfurnished,others,19.076,72.8777,17505.0
2.4,3,4,0,Relatively New,Mulund West,1300.0,Furnished,Mulund West,19.1678,72.9411,18462.0
2.4,4,4,3,New_property,Kandivali East,1500.0,Furnished,Kandivali East,19.2036,72.8447,16000.0
2.4,4,4,3+,Relatively New,Kurla West,1800.0,Unfurnished,Kurla West,19.0667,72.8778,13333.0
2.41,2,2,0,Mid Age,others,900.0,Furnished,others,19.076,72.8777,26778.0
2.41,2,2,0,Relatively New,Kandivali East,1000.0,Furnished,Kandivali East,19.2036,72.8447,24100.0
2.41,2,2,1,Mid Age,Wadala,767.0,Unfurnished,Wadala,19.0189,72.8603,31421.0
2.41,3,2,0,New_property,Goregaon East,827.0,Furnished,Goregaon East,19.1672,72.8547,29141.0
2.41,3,3,1,Relatively New,Tilak Nagar,1142.0,Furnished,Tilak Nagar,19.05,72.87,21103.0
2.42,2,2,1,Relatively New,Wadala,767.0,Unfurnished,Wadala,19.0189,72.8603,31551.0
2.42,2,2,2,Relatively New,Andheri East,843.0,Unfurnished,Andheri East,19.1136,72.8697,28707.0
2.42,2,2,2,New_property,Borivali East,890.0,Furnished,Borivali East,19.2277,72.8602,27191.0
2.42,3,1,0,New_property,Mulund East,1200.0,Unfurnished,Mulund East,19.1722,72.9528,20167.0
2.42,3,2,0,New_property,Mulund East,980.0,Furnished,Mulund East,19.1722,72.9528,24694.0
2.42,3,3,0,New_property,Mulund West,1452.0,Unfurnished,Mulund West,19.1678,72.9411,16667.0
2.42,3,3,3,New_property,Bhandup West,1550.0,Furnished,Bhandup West,19.1453,72.9322,15613.0
2.43,2,2,0,Old,Wadala East,889.0,Furnished,Wadala East,19.02,72.865,27334.0
2.43,2,2,1,Relatively New,Midc Chakala Industrial Area,843.0,Unfurnished,Midc Chakala Industrial Area,19.1128,72.8667,28826.0
2.44,2,2,0,Relatively New,Kandivali East,890.0,Unfurnished,Kandivali East,19.2036,72.8447,27416.0
2.44,2,2,1,Old,Midc Chakala Industrial Area,1008.0,Furnished,Midc Chakala Industrial Area,19.1128,72.8667,24206.0
2.44,3,2,1,New_property,Bhandup West,1486.0,Unfurnished,Bhandup West,19.1453,72.9322,16420.0
2.45,1,1,0,New_property,Dadar West,557.0,Unfurnished,Dadar West,19.0166,72.8397,43986.0
2.45,1,1,0,Relatively New,Prabhadevi,600.0,Furnished,Prabhadevi,19.0175,72.8308,40833.0
2.45,1,2,0,Mid Age,Worli,650.0,Furnished,Worli,19.0178,72.8225,37692.0
2.45,1,2,0,New_property,Dadar East,650.0,Furnished,Dadar East,19.0186,72.8475,37692.0
2.45,2,2,0,Relatively New,Andheri West,750.0,Unfurnished,Andheri West,19.1412,72.8431,32667.0
2.45,2,2,0,Relatively New,Chembur,743.0,Unfurnished,Chembur,19.0522,72.9005,32974.0
2.45,2,2,0,Mid Age,Prabhadevi,750.0,Furnished,Prabhadevi,19.0175,72.8308,32667.0
2.45,2,2,0,Relatively New,Andheri West,748.0,Furnished,Andheri West,19.1412,72.8431,32754.0
2.45,2,2,0,Relatively New,Andheri West,865.0,Furnished,Andheri West,19.1412,72.8431,28324.0
2.45,2,2,0,New_property,Andheri West,750.0,Unfurnished,Andheri West,19.1412,72.8431,32667.0
2.45,2,2,0,New_property,Chembur,926.0,Unfurnished,Chembur,19.0522,72.9005,26458.0
2.45,2,2,0,New_property,Chembur,1000.0,Furnished,Chembur,19.0522,72.9005,24500.0
2.45,2,2,0,New_property,Chembur,1000.0,Unfurnished,Chembur,19.0522,72.9005,24500.0
2.45,2,2,0,New_property,Santacruz East,950.0,Unfurnished,Santacruz East,19.0817,72.8428,25789.0
2.45,2,2,0,New_property,Santacruz East,1000.0,Unfurnished,Santacruz East,19.0817,72.8428,24500.0
2.45,2,2,0,New_property,Andheri West,900.0,Furnished,Andheri West,19.1412,72.8431,27222.0
2.45,2,2,0,New_property,Borivali East,1042.0,Unfurnished,Borivali East,19.2277,72.8602,23512.0
2.45,2,2,0,New_property,Kandivali West,900.0,Unfurnished,Kandivali West,19.21,72.8331,27222.0
2.45,2,2,1,Mid Age,Powai,880.0,Unfurnished,Powai,19.1167,72.9047,27841.0
2.45,2,2,1,Mid Age,Powai,922.0,Unfurnished,Powai,19.1167,72.9047,26573.0
2.45,2,2,1,Mid Age,others,742.0,Unfurnished,others,19.076,72.8777,33019.0
2.45,2,2,1,Mid Age,others,1092.0,Unfurnished,others,19.076,72.8777,22436.0
2.45,2,2,1,New_property,Goregaon East,800.0,Furnished,Goregaon East,19.1672,72.8547,30625.0
2.45,2,2,1,New_property,Prabhadevi,490.0,Unfurnished,Prabhadevi,19.0175,72.8308,50000.0
2.45,2,2,1,New_property,Andheri West,910.0,Furnished,Andheri West,19.1412,72.8431,26923.0
2.45,2,2,1,New_property,Jogeshwari East,850.0,Furnished,Jogeshwari East,19.1386,72.8511,28824.0
2.45,2,2,1,New_property,Powai,1300.0,Furnished,Powai,19.1167,72.9047,18846.0
2.45,2,2,2,Relatively New,Malad West,853.0,Furnished,Malad West,19.1872,72.8422,28722.0
2.45,2,2,2,Relatively New,Wadala,768.0,Unfurnished,Wadala,19.0189,72.8603,31901.0
2.45,2,2,2,New_property,Powai,1250.0,Unfurnished,Powai,19.1167,72.9047,19600.0
2.45,2,2,3,Old,Powai,1245.0,Unfurnished,Powai,19.1167,72.9047,19679.0
2.45,2,2,3,New_property,Powai,1200.0,Furnished,Powai,19.1167,72.9047,20417.0
2.45,2,2,3,New_property,Powai,1285.0,Furnished,Powai,19.1167,72.9047,19066.0
2.45,3,2,0,New_property,Mulund West,999.0,Unfurnished,Mulund West,19.1678,72.9411,24525.0
2.45,3,3,0,Relatively New,Kandivali East,950.0,Unfurnished,Kandivali East,19.2036,72.8447,25789.0
2.45,3,3,0,Mid Age,Borivali West,1280.0,Unfurnished,Borivali West,19.2292,72.8463,19141.0
2.45,3,3,0,New_property,Bhandup West,1325.0,Furnished,Bhandup West,19.1453,72.9322,18491.0
2.45,3,3,0,New_property,Kanjurmarg East,1050.0,Furnished,Kanjurmarg East,19.1403,72.93,23333.0
2.45,3,3,0,New_property,Mulund West,912.0,Furnished,Mulund West,19.1678,72.9411,26864.0
2.45,3,3,3+,New_property,Chembur,1350.0,Unfurnished,Chembur,19.0522,72.9005,18148.0
2.46,2,2,0,New_property,Chembur,1100.0,Furnished,Chembur,19.0522,72.9005,22364.0
2.46,2,2,2,Relatively New,Wadala,767.0,Unfurnished,Wadala,19.0189,72.8603,32073.0
2.46,3,3,0,New_property,Andheri East,994.0,Unfurnished,Andheri East,19.1136,72.8697,24748.0
2.47,2,2,0,New_property,Chembur,978.0,Furnished,Chembur,19.0522,72.9005,25256.0
2.47,2,2,1,New_property,Andheri East,825.0,Unfurnished,Andheri East,19.1136,72.8697,29939.0
2.47,3,3,0,New_property,Mulund West,912.0,Furnished,Mulund West,19.1678,72.9411,27083.0
2.48,2,2,0,New_property,Goregaon East,850.0,Unfurnished,Goregaon East,19.1672,72.8547,29176.0
2.48,2,2,0,New_property,Lower Parel,750.0,Furnished,Lower Parel,18.9981,72.8269,33067.0
2.48,2,2,1,New_property,Borivali West,980.0,Furnished,Borivali West,19.2292,72.8463,25306.0
2.48,2,2,3,New_property,Malad East,1143.0,Furnished,Malad East,19.1853,72.8556,21697.0
2.48,2,3,0,Mid Age,Kandivali East,990.0,Furnished,Kandivali East,19.2036,72.8447,25051.0
2.48,3,3,0,New_property,Andheri East,958.0,Unfurnished,Andheri East,19.1136,72.8697,25887.0
2.48,3,3,0,New_property,Bhandup West,1550.0,Unfurnished,Bhandup West,19.1453,72.9322,16000.0
2.48,3,3,0,New_property,Mahim,750.0,Furnished,Mahim,19.035,72.8425,33067.0
2.49,2,1,0,Mid Age,Sion,960.0,Furnished,Sion,19.04,72.86,25938.0
2.49,2,2,0,Old,Borivali West,840.0,Furnished,Borivali West,19.2292,72.8463,29643.0
2.49,2,2,0,New_property,Dadar West,745.0,Unfurnished,Dadar West,19.0166,72.8397,33423.0
2.49,2,2,1,Relatively New,Andheri East,790.0,Unfurnished,Andheri East,19.1136,72.8697,31519.0
2.49,2,2,1,Relatively New,Dadar East,773.0,Unfurnished,Dadar East,19.0186,72.8475,32212.0
2.49,2,2,2,Relatively New,Borivali West,1050.0,Furnished,Borivali West,19.2292,72.8463,23714.0
2.49,3,2,0,New_property,Chembur,1300.0,Furnished,Chembur,19.0522,72.9005,19154.0
2.49,3,3,0,New_property,Kandivali East,1200.0,Furnished,Kandivali East,19.2036,72.8447,20750.0
2.49,3,3,0,New_property,Mulund West,1480.0,Unfurnished,Mulund West,19.1678,72.9411,16824.0
2.49,3,3,1,New_property,Chembur,1150.0,Furnished,Chembur,19.0522,72.9005,21652.0
2.49,3,3,1,New_property,Chembur,1350.0,Unfurnished,Chembur,19.0522,72.9005,18444.0
2.5,1,1,0,Old,Dadar East,612.0,Unfurnished,Dadar East,19.0186,72.8475,40850.0
2.5,1,1,0,Relatively New,Andheri West,600.0,Furnished,Andheri West,19.1412,72.8431,41667.0
2.5,1,1,0,Relatively New,Colaba,600.0,Furnished,Colaba,18.9061,72.8135,41667.0
2.5,1,1,0,Old,Marine Lines,558.0,Unfurnished,Marine Lines,18.94,72.825,44803.0
2.5,1,1,0,New_property,Dadar East,573.0,Furnished,Dadar East,19.0186,72.8475,43630.0
2.5,1,1,0,New_property,Dadar West,575.0,Furnished,Dadar West,19.0166,72.8397,43478.0
2.5,1,1,0,New_property,Parel,587.0,Furnished,Parel,18.9967,72.8372,42589.0
2.5,1,2,0,Relatively New,Prabhadevi,570.0,Furnished,Prabhadevi,19.0175,72.8308,43860.0
2.5,1,2,0,Relatively New,Prabhadevi,660.0,Unfurnished,Prabhadevi,19.0175,72.8308,37879.0
2.5,1,2,1,Relatively New,Matunga West,486.0,Unfurnished,Matunga West,19.0194,72.8483,51440.0
2.5,1,2,1,New_property,Dadar West,480.0,Unfurnished,Dadar West,19.0166,72.8397,52083.0
2.5,1,2,1,New_property,Matunga East,580.0,Furnished,Matunga East,19.0236,72.8567,43103.0
2.5,1,2,1,New_property,Mira Road East,1200.0,Furnished,Mira Road East,19.2831,72.8753,20833.0
2.5,1,2,2,Old,Bandra West,600.0,Unfurnished,Bandra West,19.0544,72.8225,41667.0
2.5,2,1,0,Mid Age,Chembur,1400.0,Furnished,Chembur,19.0522,72.9005,17857.0
2.5,2,1,0,Relatively New,Byculla,1020.0,Furnished,Byculla,18.9758,72.8356,24510.0
2.5,2,1,0,New_property,Borivali East,1200.0,Unfurnished,Borivali East,19.2277,72.8602,20833.0
2.5,2,1,0,New_property,Chembur,870.0,Unfurnished,Chembur,19.0522,72.9005,28736.0
2.5,2,2,0,Mid Age,Andheri West,835.0,Unfurnished,Andheri West,19.1412,72.8431,29940.0
2.5,2,2,0,Mid Age,Andheri West,864.0,Furnished,Andheri West,19.1412,72.8431,28935.0
2.5,2,2,0,New_property,Andheri West,742.0,Unfurnished,Andheri West,19.1412,72.8431,33693.0
2.5,2,2,0,New_property,Borivali West,827.0,Unfurnished,Borivali West,19.2292,72.8463,30230.0
2.5,2,2,0,New_property,Chembur,928.0,Unfurnished,Chembur,19.0522,72.9005,26940.0
2.5,2,2,0,New_property,Kandivali East,813.0,Unfurnished,Kandivali East,19.2036,72.8447,30750.0
2.5,2,2,0,New_property,Kandivali East,900.0,Unfurnished,Kandivali East,19.2036,72.8447,27778.0
2.5,2,2,0,New_property,Matunga East,595.0,Furnished,Matunga East,19.0236,72.8567,42017.0
2.5,2,2,0,Old,Andheri West,780.0,Furnished,Andheri West,19.1412,72.8431,32051.0
2.5,2,2,0,Old,Andheri West,842.0,Unfurnished,Andheri West,19.1412,72.8431,29691.0
2.5,2,2,0,Old,Kandivali East,1070.0,Unfurnished,Kandivali East,19.2036,72.8447,23364.0
2.5,2,2,0,Old,others,816.0,Unfurnished,others,19.076,72.8777,30637.0
2.5,2,2,0,Relatively New,Chakala,990.0,Furnished,Chakala,19.1128,72.8667,25253.0
2.5,2,2,0,Relatively New,Ghatkopar East,999.0,Unfurnished,Ghatkopar East,19.0797,72.9086,25025.0
